id,age_cat,is_recid
3531,Less than 25,0
3536,Greater than 45,0
3541,Less than 25,0
3550,25 - 45,0
3566,25 - 45,0
3570,Less than 25,0
3580,Greater than 45,0
3583,25 - 45,0
3585,25 - 45,0
3586,25 - 45,0
3595,25 - 45,0
3596,Less than 25,0
3599,25 - 45,0
3601,25 - 45,0
3618,25 - 45,0
3621,25 - 45,0
3623,Less than 25,0
3626,Less than 25,0
3629,25 - 45,0
3636,Greater than 45,0
3640,Greater than 45,0
3641,25 - 45,0
3642,25 - 45,0
3643,25 - 45,0
3644,Less than 25,0
3645,Less than 25,0
3646,25 - 45,0
3647,25 - 45,0
3660,25 - 45,0
3661,25 - 45,0
3663,25 - 45,0
3664,25 - 45,0
3665,25 - 45,0
3666,25 - 45,0
3667,25 - 45,0
3673,Greater than 45,0
3674,Less than 25,0
3675,Less than 25,0
3676,Less than 25,0
3680,25 - 45,0
3683,25 - 45,0
3694,25 - 45,0
3696,Less than 25,0
3697,Less than 25,0
3698,Less than 25,0
3705,Less than 25,0
3706,Less than 25,0
3708,25 - 45,0
3709,Greater than 45,0
3715,Less than 25,0
3716,25 - 45,0
3722,Less than 25,0
3728,Greater than 45,0
3735,Less than 25,0
3736,Greater than 45,0
3739,25 - 45,0
3746,25 - 45,0
3762,Less than 25,0
3766,25 - 45,0
3771,25 - 45,0
3780,25 - 45,0
3781,25 - 45,0
3782,25 - 45,0
3783,25 - 45,0
3787,25 - 45,0
3788,25 - 45,0
3793,25 - 45,0
3794,25 - 45,0
3795,25 - 45,0
3796,25 - 45,0
3797,Less than 25,0
3800,Less than 25,0
3811,25 - 45,0
3812,25 - 45,0
3813,25 - 45,0
3817,Greater than 45,0
3818,Greater than 45,0
3819,Greater than 45,0
3820,Less than 25,0
3824,25 - 45,0
3826,25 - 45,0
3827,25 - 45,0
3832,Greater than 45,0
3846,25 - 45,0
3848,25 - 45,0
3856,25 - 45,0
3857,25 - 45,0
3858,25 - 45,0
3859,25 - 45,0
3860,25 - 45,0
3862,Greater than 45,0
3863,Greater than 45,0
3870,25 - 45,0
3876,25 - 45,0
3896,Greater than 45,0
3897,Greater than 45,0
3906,25 - 45,0
3914,25 - 45,0
3915,25 - 45,0
3919,25 - 45,0
3924,25 - 45,0
3925,25 - 45,0
3942,25 - 45,0
3952,25 - 45,0
3958,25 - 45,0
3962,Less than 25,0
3966,Greater than 45,0
3973,25 - 45,0
3974,25 - 45,0
3975,25 - 45,0
3985,Less than 25,0
3986,Greater than 45,0
3991,25 - 45,0
4000,Greater than 45,0
4005,25 - 45,0
4006,Less than 25,0
4021,25 - 45,0
4024,Greater than 45,0
4025,Greater than 45,0
4026,25 - 45,0
4028,Greater than 45,0
4031,25 - 45,0
4033,25 - 45,0
4034,Greater than 45,0
4040,Less than 25,0
4046,25 - 45,0
4048,Greater than 45,0
4055,25 - 45,0
4057,25 - 45,0
4064,25 - 45,0
4065,Greater than 45,0
4067,25 - 45,0
4068,25 - 45,0
4069,25 - 45,0
4070,25 - 45,0
4076,25 - 45,0
4079,Greater than 45,0
4084,25 - 45,0
4090,25 - 45,0
4091,25 - 45,0
4093,Less than 25,0
4095,25 - 45,0
4096,25 - 45,0
4097,25 - 45,0
4102,Less than 25,0
4103,Less than 25,0
4105,25 - 45,0
4117,Greater than 45,0
4118,Greater than 45,0
4119,Greater than 45,0
4124,Greater than 45,0
4125,Less than 25,0
4126,Greater than 45,0
4132,Less than 25,0
4133,Less than 25,0
4134,Less than 25,0
4135,25 - 45,0
4138,25 - 45,0
4139,25 - 45,0
4152,25 - 45,0
4153,Less than 25,0
4162,Less than 25,0
4163,Less than 25,0
4167,Greater than 45,0
4168,Less than 25,0
4179,Less than 25,0
4180,25 - 45,0
4184,Greater than 45,0
4187,Greater than 45,0
4196,25 - 45,0
4201,Greater than 45,0
4205,Greater than 45,0
4208,25 - 45,0
4209,25 - 45,0
4210,25 - 45,0
4228,25 - 45,0
4237,25 - 45,0
4238,Less than 25,0
4239,Less than 25,0
4264,Greater than 45,0
4265,Greater than 45,0
4273,Less than 25,0
4274,Less than 25,0
4275,Less than 25,0
4276,25 - 45,0
4278,Less than 25,0
4279,Less than 25,0
4280,25 - 45,0
4282,25 - 45,0
4291,Less than 25,0
4292,Less than 25,0
4293,25 - 45,0
4294,25 - 45,0
4296,Greater than 45,0
4304,25 - 45,0
4310,Greater than 45,0
4314,Greater than 45,0
4317,Greater than 45,0
4318,Less than 25,0
4322,25 - 45,0
4326,Less than 25,0
4327,Less than 25,0
4328,25 - 45,0
4332,Less than 25,0
4348,25 - 45,0
4353,25 - 45,0
4354,25 - 45,0
4365,Less than 25,0
4366,25 - 45,0
4367,Greater than 45,0
4376,Less than 25,0
4377,Greater than 45,0
4378,Greater than 45,0
4381,25 - 45,0
4390,25 - 45,0
4404,Greater than 45,0
4416,Less than 25,0
4417,Less than 25,0
4418,25 - 45,0
4419,25 - 45,0
4420,25 - 45,0
4422,25 - 45,0
4423,Greater than 45,0
4424,Greater than 45,0
4429,25 - 45,0
4434,25 - 45,0
4437,25 - 45,0
4438,25 - 45,0
4443,Less than 25,0
4445,Less than 25,0
4446,Less than 25,0
4447,Less than 25,0
4448,Less than 25,0
4449,Less than 25,0
4450,Less than 25,0
4459,25 - 45,0
4461,25 - 45,0
4462,25 - 45,0
4467,Greater than 45,0
4483,25 - 45,0
4485,25 - 45,0
4490,Less than 25,0
4491,Less than 25,0
4492,Less than 25,0
4493,25 - 45,0
4494,25 - 45,0
4495,25 - 45,0
4497,Less than 25,0
4498,Less than 25,0
4501,25 - 45,0
4502,25 - 45,0
4506,25 - 45,0
4514,25 - 45,0
4526,25 - 45,0
4540,25 - 45,0
4541,25 - 45,0
4542,25 - 45,0
4543,25 - 45,0
4544,25 - 45,0
4545,25 - 45,0
4546,25 - 45,0
4547,25 - 45,0
4548,25 - 45,0
4549,25 - 45,0
4550,Greater than 45,0
4551,Greater than 45,0
4555,25 - 45,0
4557,Less than 25,0
4559,25 - 45,0
4561,25 - 45,0
4562,Greater than 45,0
4575,Less than 25,0
4576,25 - 45,0
4583,25 - 45,0
4591,25 - 45,0
4596,Greater than 45,0
4597,25 - 45,0
4603,25 - 45,0
4608,Greater than 45,0
4610,25 - 45,0
4611,Greater than 45,0
4615,Greater than 45,0
4616,Greater than 45,0
4621,Less than 25,0
4622,Less than 25,0
4623,25 - 45,0
4624,25 - 45,0
4626,Greater than 45,0
4634,Less than 25,0
4635,25 - 45,0
4636,Less than 25,0
4637,Less than 25,0
4645,25 - 45,0
4652,Greater than 45,0
4657,25 - 45,0
4666,25 - 45,0
4667,Greater than 45,0
4677,25 - 45,0
4678,25 - 45,0
4685,25 - 45,0
4699,Greater than 45,0
4701,25 - 45,0
4710,25 - 45,0
4711,25 - 45,0
4712,25 - 45,0
4718,25 - 45,0
4741,Greater than 45,0
4750,25 - 45,0
4754,Greater than 45,0
4763,Less than 25,0
4768,25 - 45,0
4778,Greater than 45,0
4779,25 - 45,0
4792,Less than 25,0
4797,25 - 45,0
4800,25 - 45,0
4806,Less than 25,0
4807,Less than 25,0
4809,25 - 45,0
4811,25 - 45,0
4812,25 - 45,0
4813,25 - 45,0
4814,25 - 45,0
4819,Less than 25,0
4820,Less than 25,0
4828,25 - 45,0
4829,25 - 45,0
4830,25 - 45,0
4831,25 - 45,0
4834,25 - 45,0
4841,25 - 45,0
4864,25 - 45,0
4871,Less than 25,0
4872,Less than 25,0
4873,25 - 45,0
4877,Greater than 45,0
4879,25 - 45,0
4880,25 - 45,0
4881,25 - 45,0
4882,25 - 45,0
4891,25 - 45,0
4892,25 - 45,0
4893,Less than 25,0
4895,Less than 25,0
4898,25 - 45,0
4907,25 - 45,0
4908,25 - 45,0
4910,25 - 45,0
4911,25 - 45,0
4912,25 - 45,0
4913,25 - 45,0
4914,25 - 45,0
4916,Less than 25,0
4917,Less than 25,0
4922,25 - 45,0
4924,Greater than 45,0
4935,Less than 25,0
4939,25 - 45,0
4945,25 - 45,0
4946,Greater than 45,0
4948,25 - 45,0
4954,Greater than 45,0
4963,25 - 45,0
4967,Less than 25,0
4972,Greater than 45,0
4973,25 - 45,0
4981,Less than 25,0
4989,25 - 45,0
4995,25 - 45,0
4998,Greater than 45,0
4999,Greater than 45,0
5000,Greater than 45,0
5001,Greater than 45,0
5005,25 - 45,0
5011,25 - 45,0
5027,25 - 45,0
5028,25 - 45,0
5029,25 - 45,0
5030,25 - 45,0
5031,25 - 45,0
5034,25 - 45,0
5035,25 - 45,0
5036,25 - 45,0
5037,Less than 25,0
5044,25 - 45,0
5049,Greater than 45,0
5053,25 - 45,0
5054,25 - 45,0
5055,25 - 45,0
5058,Less than 25,0
5059,Less than 25,0
5060,Less than 25,0
5061,Greater than 45,0
5062,25 - 45,0
5063,25 - 45,0
5074,25 - 45,0
5075,25 - 45,0
5076,25 - 45,0
5079,Greater than 45,0
5080,25 - 45,0
5087,25 - 45,0
5088,25 - 45,0
5089,25 - 45,0
5090,25 - 45,0
5093,25 - 45,0
5094,Less than 25,0
5095,25 - 45,0
5099,Greater than 45,0
5101,25 - 45,0
5102,25 - 45,0
5105,Greater than 45,0
5107,Greater than 45,0
5108,Less than 25,0
5109,Less than 25,0
5119,Less than 25,0
5120,Less than 25,0
5127,25 - 45,0
5128,Less than 25,0
5137,Greater than 45,0
5145,25 - 45,0
5146,25 - 45,0
5147,Less than 25,0
5152,25 - 45,0
5153,Less than 25,0
5156,25 - 45,0
5157,25 - 45,0
5158,25 - 45,0
5187,Less than 25,0
5188,Less than 25,0
5189,25 - 45,0
5190,25 - 45,0
5191,25 - 45,0
5195,Greater than 45,0
5204,Less than 25,0
5209,25 - 45,0
5216,25 - 45,0
5217,25 - 45,0
5218,25 - 45,0
5219,25 - 45,0
5220,Greater than 45,0
5221,Greater than 45,0
5232,Less than 25,0
5233,Less than 25,0
5235,25 - 45,0
5236,25 - 45,0
5237,25 - 45,0
5244,25 - 45,0
5245,25 - 45,0
5250,Less than 25,0
5255,25 - 45,0
5284,Greater than 45,0
5288,25 - 45,0
5289,25 - 45,0
5298,25 - 45,0
5305,25 - 45,0
5308,25 - 45,0
5319,Greater than 45,0
5329,25 - 45,0
5330,Less than 25,0
5331,25 - 45,0
5332,Less than 25,0
5333,Less than 25,0
5334,Greater than 45,0
5339,Less than 25,0
5340,Less than 25,0
5341,Less than 25,0
5343,Greater than 45,0
5344,Greater than 45,0
5347,Greater than 45,0
5351,25 - 45,0
5355,25 - 45,0
5357,Greater than 45,0
5360,25 - 45,0
5361,25 - 45,0
5362,25 - 45,0
5363,Less than 25,0
5371,Greater than 45,0
5378,25 - 45,0
5379,25 - 45,0
5380,25 - 45,0
5381,25 - 45,0
5382,Greater than 45,0
5384,Greater than 45,0
5387,25 - 45,0
5388,25 - 45,0
5400,25 - 45,0
5401,25 - 45,0
5402,25 - 45,0
5405,Less than 25,0
5406,Less than 25,0
5413,Greater than 45,0
5414,25 - 45,0
5415,25 - 45,0
5417,Greater than 45,0
5418,Greater than 45,0
5421,Less than 25,0
5422,Greater than 45,0
5423,25 - 45,0
5430,25 - 45,0
5435,Greater than 45,0
5446,25 - 45,0
5459,25 - 45,0
5463,Greater than 45,0
5471,Greater than 45,0
5502,25 - 45,0
5503,25 - 45,0
5505,25 - 45,0
5510,25 - 45,0
5515,Less than 25,0
5516,25 - 45,0
5520,Greater than 45,0
5521,Greater than 45,0
5527,25 - 45,0
5528,Greater than 45,0
5529,25 - 45,0
5530,25 - 45,0
5531,25 - 45,0
5532,Greater than 45,0
5539,Greater than 45,0
5540,Greater than 45,0
5541,Greater than 45,0
5542,25 - 45,0
5543,Less than 25,0
5552,25 - 45,0
5553,25 - 45,0
5554,25 - 45,0
5561,Less than 25,0
5575,Greater than 45,0
5581,25 - 45,0
5582,Less than 25,0
5591,25 - 45,0
5593,25 - 45,0
5594,25 - 45,0
5609,25 - 45,0
5610,Less than 25,0
5611,25 - 45,0
5617,Less than 25,0
5621,Greater than 45,0
5624,25 - 45,0
5626,Less than 25,0
5629,Greater than 45,0
5636,Less than 25,0
5637,Less than 25,0
5648,Greater than 45,0
5655,Greater than 45,0
5661,25 - 45,0
5662,25 - 45,0
5667,25 - 45,0
5668,25 - 45,0
5669,25 - 45,0
5678,Less than 25,0
5679,Greater than 45,0
5680,Greater than 45,0
5681,25 - 45,0
5682,25 - 45,0
5683,25 - 45,0
5684,25 - 45,0
5685,25 - 45,0
5690,Greater than 45,0
5691,Greater than 45,0
5692,Greater than 45,0
5693,25 - 45,0
5699,25 - 45,0
5700,25 - 45,0
5713,25 - 45,0
5719,Greater than 45,0
5720,Greater than 45,0
5723,25 - 45,0
5724,Greater than 45,0
5725,Greater than 45,0
5726,Less than 25,0
5730,25 - 45,0
5739,Greater than 45,0
5745,Greater than 45,0
5755,Less than 25,0
5759,25 - 45,0
5766,25 - 45,0
5768,Greater than 45,0
5769,25 - 45,0
5784,Greater than 45,0
5788,Less than 25,0
5796,25 - 45,0
5803,25 - 45,0
5806,Greater than 45,0
5811,25 - 45,0
5812,25 - 45,0
5817,25 - 45,0
5818,25 - 45,0
5819,25 - 45,0
5822,Less than 25,0
5823,Less than 25,0
5824,Less than 25,0
5825,Less than 25,0
5826,25 - 45,0
5827,25 - 45,0
5829,25 - 45,0
5830,25 - 45,0
5831,Less than 25,0
5832,25 - 45,0
5833,25 - 45,0
5834,Greater than 45,0
5851,Greater than 45,0
5852,Greater than 45,0
5853,Less than 25,0
5862,Greater than 45,0
5870,Less than 25,0
5874,25 - 45,0
5883,Greater than 45,0
5885,Less than 25,0
5888,25 - 45,0
5889,25 - 45,0
5890,25 - 45,0
5894,25 - 45,0
5895,25 - 45,0
5896,25 - 45,0
5897,25 - 45,0
5901,Less than 25,0
5902,Less than 25,0
5911,Greater than 45,0
5913,Greater than 45,0
5929,25 - 45,0
5930,25 - 45,0
5931,Greater than 45,0
5938,25 - 45,0
5939,25 - 45,0
5940,Greater than 45,0
5942,Greater than 45,0
5943,Greater than 45,0
5950,Less than 25,0
5951,Less than 25,0
5952,Less than 25,0
5953,25 - 45,0
5959,25 - 45,0
5960,25 - 45,0
5961,25 - 45,0
5964,25 - 45,0
5972,25 - 45,0
5975,25 - 45,0
5981,Less than 25,0
5984,25 - 45,0
5990,25 - 45,0
5992,25 - 45,0
6002,25 - 45,0
6003,25 - 45,0
6004,Greater than 45,0
6006,25 - 45,0
6007,25 - 45,0
6011,Greater than 45,0
6012,Greater than 45,0
6013,Greater than 45,0
6015,Less than 25,0
6016,Less than 25,0
6035,Greater than 45,0
6050,Greater than 45,0
6051,Greater than 45,0
6052,25 - 45,0
6062,25 - 45,0
6065,Greater than 45,0
6066,25 - 45,0
6071,25 - 45,0
6077,25 - 45,0
6080,Less than 25,0
6089,25 - 45,0
6091,Greater than 45,0
6092,Less than 25,0
6093,25 - 45,0
6097,Greater than 45,0
6100,25 - 45,0
6103,25 - 45,0
6104,25 - 45,0
6105,25 - 45,0
6109,25 - 45,0
6110,25 - 45,0
6111,25 - 45,0
6112,25 - 45,0
6113,25 - 45,0
6114,25 - 45,0
6118,25 - 45,0
6122,Greater than 45,0
6123,Greater than 45,0
6124,Greater than 45,0
6125,25 - 45,0
6130,Less than 25,0
6134,Greater than 45,0
6144,Greater than 45,0
6145,Greater than 45,0
6146,Greater than 45,0
6165,25 - 45,0
6166,25 - 45,0
6167,25 - 45,0
6168,25 - 45,0
6178,Greater than 45,0
6179,25 - 45,0
6181,25 - 45,0
6184,Less than 25,0
6189,Greater than 45,0
6193,25 - 45,0
6201,25 - 45,0
6203,25 - 45,0
6207,25 - 45,0
6208,25 - 45,0
6210,25 - 45,0
6211,25 - 45,0
6212,25 - 45,0
6213,25 - 45,0
6214,25 - 45,0
6215,25 - 45,0
6217,25 - 45,0
6218,Greater than 45,0
6220,25 - 45,0
6221,25 - 45,0
6225,Less than 25,0
6226,Less than 25,0
6233,25 - 45,0
6234,25 - 45,0
6256,Greater than 45,0
6261,25 - 45,0
6262,25 - 45,0
6263,25 - 45,0
6264,25 - 45,0
6265,25 - 45,0
6291,Less than 25,0
6293,25 - 45,0
6294,25 - 45,0
6295,25 - 45,0
6296,25 - 45,0
6299,25 - 45,0
6307,25 - 45,0
6313,25 - 45,0
6314,25 - 45,0
6315,25 - 45,0
6316,25 - 45,0
6327,Greater than 45,0
6330,Less than 25,0
6331,25 - 45,0
6338,25 - 45,0
6348,25 - 45,0
6356,25 - 45,0
6362,25 - 45,0
6363,25 - 45,0
6364,25 - 45,0
6365,Greater than 45,0
6366,Greater than 45,0
6369,25 - 45,0
6371,Greater than 45,0
6376,Less than 25,0
6379,Greater than 45,0
6380,25 - 45,0
6382,25 - 45,0
6383,Less than 25,0
6385,Greater than 45,0
6386,Greater than 45,0
6387,25 - 45,0
6388,Greater than 45,0
6391,25 - 45,0
6411,25 - 45,0
6412,Greater than 45,0
6419,25 - 45,0
6424,Greater than 45,0
6425,25 - 45,0
6426,25 - 45,0
6427,25 - 45,0
6428,Greater than 45,0
6429,Less than 25,0
6431,Greater than 45,0
6432,25 - 45,0
6441,25 - 45,0
6442,25 - 45,0
6456,Less than 25,0
6458,25 - 45,0
6459,25 - 45,0
6465,25 - 45,0
6466,Greater than 45,0
6474,25 - 45,0
6475,Less than 25,0
6479,Greater than 45,0
6487,25 - 45,0
6493,Greater than 45,0
6494,Greater than 45,0
6497,Less than 25,0
6498,25 - 45,0
6499,25 - 45,0
6506,25 - 45,0
6507,25 - 45,0
6508,Greater than 45,0
6509,Greater than 45,0
6524,Greater than 45,0
6534,Less than 25,0
6541,25 - 45,0
6546,25 - 45,0
6548,25 - 45,0
6550,25 - 45,0
6558,25 - 45,0
6564,25 - 45,0
6566,25 - 45,0
6568,25 - 45,0
6569,25 - 45,0
6587,25 - 45,0
6588,25 - 45,0
6591,25 - 45,0
6592,25 - 45,0
6593,25 - 45,0
6597,Greater than 45,0
6599,25 - 45,0
6620,25 - 45,0
6637,25 - 45,0
6643,25 - 45,0
6644,25 - 45,0
6645,25 - 45,0
6647,25 - 45,0
6648,Greater than 45,0
6649,Greater than 45,0
6653,25 - 45,0
6654,Less than 25,0
6657,Less than 25,0
6658,Less than 25,0
6659,Less than 25,0
6670,Greater than 45,0
6671,Greater than 45,0
6682,Less than 25,0
6684,25 - 45,0
6685,25 - 45,0
6689,25 - 45,0
6690,25 - 45,0
6691,25 - 45,0
6692,Greater than 45,0
6703,Greater than 45,0
6704,Greater than 45,0
6705,Greater than 45,0
6707,25 - 45,0
6719,25 - 45,0
6720,25 - 45,0
6722,25 - 45,0
6725,Less than 25,0
6728,Less than 25,0
6733,Greater than 45,0
6739,25 - 45,0
6748,Greater than 45,0
6749,Greater than 45,0
6754,25 - 45,0
6755,25 - 45,0
6756,25 - 45,0
6757,25 - 45,0
6758,25 - 45,0
6759,25 - 45,0
6762,25 - 45,0
6763,Less than 25,0
6764,25 - 45,0
6819,25 - 45,0
6836,25 - 45,0
6837,25 - 45,0
6848,Greater than 45,0
6862,25 - 45,0
6871,25 - 45,0
6873,Less than 25,0
6881,Less than 25,0
6922,25 - 45,0
6923,Greater than 45,0
6930,Less than 25,0
6933,Greater than 45,0
6934,25 - 45,0
6935,25 - 45,0
6936,25 - 45,0
6937,25 - 45,0
6938,25 - 45,0
6939,25 - 45,0
6940,25 - 45,0
6942,25 - 45,0
6957,Greater than 45,0
6990,25 - 45,0
6991,Greater than 45,0
6996,Less than 25,0
6997,Less than 25,0
7003,25 - 45,0
7004,25 - 45,0
7012,25 - 45,0
7018,25 - 45,0
7019,Less than 25,0
7020,25 - 45,0
7021,25 - 45,0
7024,25 - 45,0
7026,Less than 25,0
7029,Greater than 45,0
7043,25 - 45,0
7046,25 - 45,0
7055,25 - 45,0
7057,Less than 25,0
7058,Greater than 45,0
7059,25 - 45,0
7061,25 - 45,0
7070,Greater than 45,0
7071,25 - 45,0
7074,25 - 45,0
7075,Greater than 45,0
7076,Greater than 45,0
7077,25 - 45,0
7081,25 - 45,0
7082,Less than 25,0
7083,25 - 45,0
7084,Less than 25,0
7088,Greater than 45,0
7089,Greater than 45,0
7093,Greater than 45,0
7094,Greater than 45,0
7096,25 - 45,0
7104,Less than 25,0
7105,Less than 25,0
7107,25 - 45,0
7122,25 - 45,0
7123,25 - 45,0
7124,25 - 45,0
7125,25 - 45,0
7126,25 - 45,0
7127,25 - 45,0
7129,Less than 25,0
7131,25 - 45,0
7138,Less than 25,0
7140,25 - 45,0
7149,25 - 45,0
7150,25 - 45,0
7151,25 - 45,0
7152,25 - 45,0
7153,25 - 45,0
7165,Less than 25,0
7166,25 - 45,0
7167,25 - 45,0
7173,25 - 45,0
7174,Less than 25,0
7186,25 - 45,0
7187,Less than 25,0
7188,Less than 25,0
7189,Less than 25,0
7190,Less than 25,0
7194,25 - 45,0
7205,25 - 45,0
7206,25 - 45,0
7207,25 - 45,0
7208,25 - 45,0
7210,25 - 45,0
7224,Greater than 45,0
7226,Less than 25,0
7234,25 - 45,0
7235,25 - 45,0
7236,25 - 45,0
7237,25 - 45,0
7238,Greater than 45,0
7239,Greater than 45,0
7240,Greater than 45,0
7241,25 - 45,0
7242,25 - 45,0
7243,25 - 45,0
7244,25 - 45,0
7245,Greater than 45,0
7249,25 - 45,0
7250,25 - 45,0
7251,Less than 25,0
7253,Greater than 45,0
7254,Less than 25,0
7255,Less than 25,0
7256,Greater than 45,0
7257,Less than 25,0
7263,Less than 25,0
7264,Less than 25,0
7265,Less than 25,0
7266,Less than 25,0
7269,Greater than 45,0
7275,25 - 45,0
7278,Less than 25,0
7282,25 - 45,0
7283,25 - 45,0
7284,25 - 45,0
7304,25 - 45,0
7305,25 - 45,0
7306,25 - 45,0
7307,Greater than 45,0
7309,Greater than 45,0
7314,25 - 45,0
7319,25 - 45,0
7320,Greater than 45,0
7321,25 - 45,0
7323,25 - 45,0
7333,25 - 45,0
7339,25 - 45,0
7340,Greater than 45,0
7341,25 - 45,0
7343,25 - 45,0
7345,Greater than 45,0
7350,Greater than 45,0
7351,Greater than 45,0
7354,25 - 45,0
7360,25 - 45,0
7363,Less than 25,0
7365,25 - 45,0
7372,Less than 25,0
7385,Greater than 45,0
7392,Greater than 45,0
7398,Less than 25,0
7399,25 - 45,0
7404,25 - 45,0
7407,25 - 45,0
7408,Greater than 45,0
7409,Greater than 45,0
7410,Greater than 45,0
7411,Less than 25,0
7422,25 - 45,0
7428,25 - 45,0
7429,Greater than 45,0
7436,25 - 45,0
7437,25 - 45,0
7438,25 - 45,0
7439,25 - 45,0
7441,25 - 45,0
7444,Greater than 45,0
7446,25 - 45,0
7447,25 - 45,0
7448,25 - 45,0
7461,25 - 45,0
7465,25 - 45,0
7474,25 - 45,0
7478,25 - 45,0
7479,Less than 25,0
7482,Less than 25,0
7483,25 - 45,0
7484,25 - 45,0
7487,Less than 25,0
7503,Less than 25,0
7504,Less than 25,0
7505,Less than 25,0
7513,Greater than 45,0
7518,Greater than 45,0
7528,Greater than 45,0
7532,25 - 45,0
7533,Greater than 45,0
7534,25 - 45,0
7538,25 - 45,0
7541,25 - 45,0
7542,25 - 45,0
7545,25 - 45,0
7546,25 - 45,0
7547,25 - 45,0
7553,25 - 45,0
7559,Less than 25,0
7570,25 - 45,0
7573,25 - 45,0
7576,25 - 45,0
7578,25 - 45,0
7583,Greater than 45,0
7584,25 - 45,0
7592,25 - 45,0
7593,25 - 45,0
7610,Greater than 45,0
7612,Greater than 45,0
7613,Greater than 45,0
7620,Less than 25,0
7621,Less than 25,0
7629,25 - 45,0
7643,Less than 25,0
7644,25 - 45,0
7645,25 - 45,0
7656,Greater than 45,0
7657,Greater than 45,0
7671,25 - 45,0
7672,25 - 45,0
7687,25 - 45,0
7706,Less than 25,0
7707,Less than 25,0
7708,Less than 25,0
7712,25 - 45,0
7716,25 - 45,0
7717,25 - 45,0
7721,25 - 45,0
7722,25 - 45,0
7726,Greater than 45,0
7727,Less than 25,0
7733,25 - 45,0
7745,Greater than 45,0
7746,Less than 25,0
7747,Less than 25,0
7748,25 - 45,0
7749,25 - 45,0
7753,Less than 25,0
7765,Greater than 45,0
7766,25 - 45,0
7783,25 - 45,0
7784,25 - 45,0
7785,Greater than 45,0
7787,25 - 45,0
7792,25 - 45,0
7793,25 - 45,0
7803,Greater than 45,0
7804,Less than 25,0
7807,25 - 45,0
7808,25 - 45,0
7809,Greater than 45,0
7814,Less than 25,0
7819,25 - 45,0
7820,Less than 25,0
7821,Less than 25,0
7822,Less than 25,0
7823,Less than 25,0
7839,25 - 45,0
7844,Greater than 45,0
7845,Greater than 45,0
7847,Greater than 45,0
7848,Greater than 45,0
7869,Greater than 45,0
7883,Greater than 45,0
7884,Less than 25,0
7885,Less than 25,0
7886,25 - 45,0
7887,Greater than 45,0
7888,25 - 45,0
7891,Greater than 45,0
7893,25 - 45,0
7895,25 - 45,0
7896,25 - 45,0
7901,Greater than 45,0
7906,Less than 25,0
7907,Less than 25,0
7917,25 - 45,0
7920,Less than 25,0
7921,Less than 25,0
7923,Greater than 45,0
7930,25 - 45,0
7931,25 - 45,0
7932,25 - 45,0
7933,25 - 45,0
7938,25 - 45,0
7939,Less than 25,0
7940,Less than 25,0
7945,25 - 45,0
7950,25 - 45,0
7954,25 - 45,0
7955,Greater than 45,0
7957,25 - 45,0
7970,Less than 25,0
7971,Less than 25,0
7983,25 - 45,0
7984,25 - 45,0
7999,Greater than 45,0
8000,Greater than 45,0
8001,Greater than 45,0
8002,Less than 25,0
8003,Greater than 45,0
8004,Greater than 45,0
8005,25 - 45,0
8010,25 - 45,0
8011,25 - 45,0
8016,Greater than 45,0
8021,25 - 45,0
8032,Greater than 45,0
8034,25 - 45,0
8035,25 - 45,0
8036,25 - 45,0
8039,25 - 45,0
8040,25 - 45,0
8041,25 - 45,0
8042,25 - 45,0
8043,25 - 45,0
8044,25 - 45,0
8045,25 - 45,0
8046,25 - 45,0
8051,25 - 45,0
8056,25 - 45,0
8061,25 - 45,0
8074,Greater than 45,0
8075,Greater than 45,0
8079,Less than 25,0
8080,Less than 25,0
8085,25 - 45,0
8086,25 - 45,0
8087,25 - 45,0
8088,25 - 45,0
8100,Greater than 45,0
8105,25 - 45,0
8108,25 - 45,0
8118,25 - 45,0
8119,25 - 45,0
8127,25 - 45,0
8128,25 - 45,0
8129,25 - 45,0
8145,Less than 25,0
8146,Less than 25,0
8147,25 - 45,0
8148,25 - 45,0
8150,25 - 45,0
8153,Less than 25,0
8154,Greater than 45,0
8155,Greater than 45,0
8161,Greater than 45,0
8162,25 - 45,0
8163,25 - 45,0
8170,25 - 45,0
8173,Less than 25,0
8174,Less than 25,0
8181,25 - 45,0
8184,Greater than 45,0
8188,Greater than 45,0
8189,Greater than 45,0
8193,25 - 45,0
8194,25 - 45,0
8197,25 - 45,0
8201,25 - 45,0
8206,Greater than 45,0
8213,25 - 45,0
8214,Less than 25,0
8215,Less than 25,0
8224,Less than 25,0
8228,25 - 45,0
8251,Less than 25,0
8254,Greater than 45,0
8259,Less than 25,0
8260,25 - 45,0
8273,25 - 45,0
8274,25 - 45,0
8278,25 - 45,0
8279,25 - 45,0
8280,25 - 45,0
8285,Less than 25,0
8286,25 - 45,0
8288,25 - 45,0
8289,25 - 45,0
8290,25 - 45,0
8302,Greater than 45,0
8303,Greater than 45,0
8309,25 - 45,0
8311,25 - 45,0
8312,25 - 45,0
8316,Greater than 45,0
8327,Less than 25,0
8328,Less than 25,0
8329,Less than 25,0
8330,25 - 45,0
8334,25 - 45,0
8335,25 - 45,0
8346,Less than 25,0
8349,25 - 45,0
8350,25 - 45,0
8362,Less than 25,0
8363,25 - 45,0
8364,Less than 25,0
8365,25 - 45,0
8366,25 - 45,0
8368,25 - 45,0
8369,Less than 25,0
8370,Less than 25,0
